origin,destination,count,1,2,3,4,5,6,7,8,9,10,11,12
LAX,MDW,1864,0,1,1,0,1,1,10,0,10,10,10,1
DFW,PIT,1421,0,1,1,10,1,1,10,10,10,10,1,1
RDU,ORD,1950,0,1,1,1,0,0,0,1,0,10,1,1
MDW,BHM,631,0,1,10,10,1,1,10,10,10,10,1,1
LAN,DTW,440,0,1,10,10,10,10,10,10,10,10,1,1
ATL,IAD,2622,0,1,1,0,1,0,0,2,10,10,10,10
TYS,LGA,73,1,1,1,10,10,10,10,10,10,10,10,10
SBA,LAX,1460,0,0,2,0,0,0,0,0,0,10,10,0
SJC,MDW,334,0,1,10,10,10,10,10,10,10,10,10,1
RDM,SFO,834,1,1,10,10,10,0,1,0,10,10,1,1
RAP,DFW,522,1,1,0,10,1,10,10,1,10,10,0,10
LAS,MDW,2722,0,1,1,0,1,1,0,10,10,10,1,1
MCO,CMH,1049,0,1,10,10,10,10,0,10,10,10,10,10
ONT,MDW,325,0,1,10,10,10,10,10,10,10,10,10,10
ORD,ATW,1434,2,2,2,2,1,1,1,1,1,10,2,2
SAT,ORD,1072,1,1,10,1,0,2,0,0,10,10,1,1
LAX,PDX,3278,0,10,0,10,10,10,10,10,0,10,0,0
TWF,SLC,815,1,10,10,10,10,10,10,0,10,10,10,10
EAU,ORD,668,2,1,1,1,1,0,1,1,10,10,1,1
PIT,ORD,1785,2,1,1,2,0,0,0,0,1,10,1,1
BUR,LAS,3050,0,0,0,10,0,0,10,0,0,10,0,10
LAX,SMF,5550,1,0,0,0,1,0,0,0,0,10,0,0
MCI,ORD,2132,0,1,1,1,0,1,0,0,1,10,1,1
MEM,DEN,758,2,2,1,10,10,0,10,10,10,10,10,1
BUF,DTW,828,0,0,10,10,10,10,10,10,10,10,10,10
MDW,MCO,2581,1,1,1,1,1,1,10,1,10,10,1,1
MDW,DEN,2720,0,1,0,1,1,1,0,0,10,10,1,1
PVD,MDW,890,1,1,1,10,1,1,0,0,10,10,1,1
ATW,ORD,1434,2,2,2,2,2,1,2,1,1,10,2,2
MEM,MDW,626,0,1,1,0,1,10,0,10,10,10,1,1
MDW,AUS,881,0,1,0,1,10,1,10,10,10,10,0,1
GSP,ORD,829,2,2,1,2,10,1,2,1,1,10,2,2
AVP,ORD,506,2,2,1,1,10,1,2,1,10,10,2,2
JAC,LAX,256,2,1,10,0,10,10,10,0,10,10,10,0
IAD,MDW,676,1,1,1,10,10,0,10,2,10,10,10,1
TPA,MDW,1461,1,1,1,10,10,1,0,1,10,10,1,1
BUF,MDW,958,0,1,0,10,10,1,0,2,10,10,1,1
RDU,MDW,1069,1,1,1,0,1,1,0,0,10,10,1,1
ELM,ORD,606,2,2,1,1,2,1,0,1,10,10,2,2
SMF,LAX,5574,1,0,0,0,0,0,0,0,0,10,0,0
ORD,PDX,2149,0,1,10,0,0,0,1,1,1,10,1,1
PVD,ORD,542,2,2,1,1,10,2,0,10,10,10,2,2
SAT,MDW,689,1,1,10,10,1,1,10,10,10,10,1,1
MDW,SJC,334,0,1,10,10,10,0,0,10,10,10,10,1
BHM,ORD,1011,2,2,1,1,1,1,10,2,1,10,1,1
CHS,ORD,949,2,2,2,10,1,1,0,1,10,10,2,1
MSY,MDW,863,1,1,1,0,1,10,0,10,10,10,1,1
MSP,CID,682,1,1,10,10,10,10,0,10,10,10,10,10
DEN,LAX,5688,1,1,0,0,0,0,0,0,10,10,1,1
SDF,MDW,1162,1,1,1,10,1,1,0,1,10,10,1,1
LAX,RDM,240,1,10,10,10,10,0,10,10,10,10,10,10
DAL,MDW,1980,0,1,0,1,1,1,0,2,10,10,1,1
ORD,MOB,287,1,2,1,1,2,1,2,2,1,10,1,2
PIT,DFW,1422,0,1,1,0,1,1,10,0,0,10,1,1
ORD,TPA,2434,1,1,2,0,0,1,10,0,10,10,1,1
BHM,MDW,631,0,1,10,10,1,1,10,10,10,10,1,1
ORD,ABE,666,2,1,2,1,2,1,2,1,2,10,2,1
ORD,AVL,715,2,1,10,0,0,1,0,1,2,10,10,1
MDW,SDF,1159,0,1,1,1,1,1,0,1,10,10,1,1
CLE,MKE,759,1,2,10,10,10,2,10,10,10,10,10,1
DEN,RDM,480,1,1,10,1,10,10,2,10,10,10,1,1
STL,GRR,326,1,10,10,10,10,1,10,10,10,10,10,1
JFK,CMH,569,0,1,2,2,2,0,2,2,2,10,2,10
TPA,BUF,561,1,1,10,10,0,10,10,10,10,10,10,10
ORD,RNO,376,1,1,1,10,10,10,10,10,10,10,10,0
CAK,ORD,1237,2,2,1,2,2,2,1,1,1,10,2,2
ORD,BHM,1014,2,2,1,1,10,1,2,0,1,10,1,2
MDW,FLL,1159,0,1,0,10,10,1,10,10,10,10,1,1
MDW,LAX,1858,0,1,0,10,1,0,10,0,10,10,1,1
MDW,SLC,772,0,1,0,10,10,10,0,10,10,10,1,1
DEN,SFO,5365,1,0,0,0,0,0,0,0,10,10,1,1
MDW,SEA,1028,0,1,10,10,1,1,10,10,10,10,1,10
MDW,SFO,766,0,1,1,0,1,10,10,10,10,10,1,1
MSP,RIC,328,1,0,10,10,1,10,10,1,10,10,2,0
MDW,OAK,995,0,1,1,10,10,10,0,10,10,10,1,1
MDW,PHX,2259,0,1,0,0,1,1,10,10,10,10,1,1
MDW,SAT,696,0,1,0,10,1,1,0,10,10,10,1,1
ORD,PVD,504,2,2,1,10,10,0,0,2,10,10,10,2
MDW,TUL,334,0,0,0,0,1,10,10,10,10,10,1,1
ORD,ERI,638,1,2,1,1,10,1,1,1,1,10,2,2
MCO,GRR,306,1,10,10,10,10,10,10,10,10,10,10,1
ORD,CAK,1239,1,2,1,2,10,2,1,1,1,10,2,2
CID,MSP,714,1,1,10,10,10,0,0,0,10,10,10,10
MDW,TPA,1450,0,1,0,10,10,1,0,1,10,10,1,1
DEN,MFR,522,1,10,10,1,0,10,10,10,10,10,1,1
ORD,COU,648,2,1,1,0,0,2,0,0,10,10,1,1
SFO,RDM,834,1,1,10,10,10,0,1,0,10,10,1,1
ORD,COS,935,1,1,2,1,10,1,0,1,2,10,1,1
LAS,DEN,6265,1,1,0,0,0,0,0,0,10,10,1,1
MDW,DAL,1991,0,1,0,1,1,1,0,2,10,10,1,1
MCO,BUF,1521,1,1,10,10,10,10,10,2,0,10,10,0
ATL,CID,883,0,10,1,2,10,1,10,10,10,10,1,10
LAX,DEN,5750,1,1,0,0,0,0,0,0,10,10,1,1
ORD,PAH,666,0,1,1,1,10,1,1,1,1,10,1,1
ORD,ELM,606,2,2,1,2,0,1,2,1,10,10,2,2
MDW,BOS,1385,1,1,0,1,1,1,0,10,2,10,1,1
MDW,IAD,675,1,1,1,0,1,1,0,2,10,10,1,1
DEN,OAK,1242,1,0,10,1,10,0,1,10,10,10,1,1
MDW,MHT,882,1,1,0,10,1,1,10,0,10,10,1,1
MDW,DSM,643,0,1,1,1,1,10,10,10,10,10,10,1
MDW,ALB,672,1,1,0,10,10,1,0,10,10,10,1,0
MDW,RDU,1064,0,1,1,0,1,0,0,10,10,10,1,1
MDW,CLT,637,1,1,1,10,10,1,0,2,10,10,1,1
MDW,ROC,511,0,1,10,10,10,1,2,10,10,10,10,10
SLC,RDM,599,1,1,10,10,10,10,10,10,10,10,1,10
DEN,TUL,1494,1,1,1,0,10,1,0,0,10,10,1,1
BWI,GRR,647,1,1,1,10,10,1,10,2,10,10,10,1
SFO,BOS,3907,1,1,0,0,0,0,0,10,10,10,10,1
LAX,IAH,4242,1,0,0,0,0,0,0,10,2,10,1,1
IAG,FLL,206,1,1,0,2,10,10,10,10,10,10,10,10
SMF,DEN,2391,2,1,10,0,0,0,0,0,2,10,1,1
MFR,DEN,525,1,10,0,10,0,10,10,0,10,10,1,1
GRR,BWI,649,1,1,1,10,10,0,10,2,10,10,10,1
GSP,MDW,629,1,1,1,10,1,10,10,2,10,10,1,1
OAK,ONT,2144,0,0,10,0,0,10,0,0,0,10,10,10
BTV,ATL,302,0,1,10,10,10,1,10,10,10,10,10,0
PAH,ORD,666,0,1,1,1,1,1,1,0,1,10,1,1
ERI,ORD,638,2,2,2,1,2,1,2,2,2,10,2,2
EWR,SFO,5029,1,1,1,1,10,0,0,0,0,10,10,0
OAK,LAS,3493,1,0,0,0,0,0,10,1,0,10,0,0
DTW,PHX,2715,0,1,10,10,0,0,0,0,0,10,0,0
MCO,BWI,3120,1,1,1,0,0,1,1,0,0,10,10,10
BUF,TPA,558,1,1,10,10,10,10,10,10,10,10,10,10
TUS,SAN,918,0,10,10,10,10,10,10,10,10,10,0,10
CLE,ATL,2851,0,1,10,0,1,0,10,10,0,10,10,10
BUF,LAS,545,1,1,10,10,10,10,10,10,10,10,10,10
GRR,STL,326,1,1,0,10,10,10,10,10,10,10,10,1
OMA,LGA,140,0,0,10,0,0,10,10,10,10,10,10,10
MIA,IAH,2884,1,0,0,1,1,0,0,0,10,10,0,1
BUF,PHX,333,1,1,10,10,10,10,10,10,10,10,10,10
HOU,MSY,3049,0,0,0,0,1,0,0,1,0,10,0,0
BUF,MCO,1525,1,1,0,10,10,10,10,10,0,10,10,0
SBN,MSP,553,1,10,0,10,10,0,0,10,10,10,10,10
BUF,FLL,588,0,1,10,10,0,10,10,10,10,10,0,10
ASE,ORD,621,1,1,1,10,10,10,10,1,10,10,10,1
BUF,CLT,1206,0,1,0,0,10,10,10,0,10,10,10,10
SEA,PSP,840,1,10,10,10,10,10,10,10,10,10,10,10
SLC,SFO,2938,1,1,10,1,10,0,1,10,10,10,0,1
RNO,ORD,376,1,1,0,10,10,10,10,10,10,10,10,0
JFK,TPA,2552,1,1,1,1,0,2,10,0,10,10,2,10
ATL,CLT,6306,0,1,10,10,1,1,0,0,0,10,0,10
RIC,MSP,328,1,0,2,10,1,10,10,1,10,10,10,10
TPA,IAD,992,1,10,1,10,10,0,10,0,10,10,10,10
GRR,TPA,159,1,10,10,10,10,10,10,10,10,10,10,10
MYR,LGA,668,1,1,1,1,1,0,0,1,10,10,10,2
IAH,ORD,4294,1,1,1,0,0,0,0,0,1,10,1,1
LGA,CHS,149,0,0,0,10,10,10,0,10,10,10,10,1
IAH,MIA,2883,1,0,0,1,1,0,0,0,0,10,10,1
LGA,CLT,3658,1,1,1,2,2,2,0,2,0,10,2,1
CLT,LGA,3610,1,1,1,2,2,1,2,2,0,10,0,0
MSP,BDL,852,0,1,10,10,10,10,10,10,10,10,10,10
PVD,EWR,357,2,2,2,2,10,2,2,1,10,10,2,1
SFO,SLC,3249,1,1,10,1,0,10,1,10,10,10,0,1
ORD,ABQ,550,0,1,1,10,0,10,10,1,1,10,1,1
SFO,DEN,5066,1,1,2,1,10,0,0,0,10,10,1,1
SLC,PIH,654,1,10,10,10,10,10,0,10,10,10,10,10
LAX,ORD,8256,1,1,0,0,0,0,0,0,0,10,1,1
BOS,ORD,6551,1,1,1,1,0,0,0,0,10,10,1,1
TPA,JFK,2550,1,1,1,1,0,2,0,0,10,10,2,10
LAX,OKC,315,0,1,10,10,0,10,2,10,10,10,10,10
PIH,SLC,654,1,10,10,10,10,10,0,10,10,10,10,10
SNA,SJC,2705,0,0,0,0,0,0,0,0,10,10,0,1
RAP,SLC,420,0,10,10,10,10,10,10,10,10,10,10,10
LGA,DAL,2563,1,1,1,1,2,0,10,2,0,10,0,10
IAH,PIT,768,0,0,10,10,0,0,10,10,10,10,1,0
DAL,LGA,2571,1,1,1,1,2,0,10,2,0,10,0,2
ABQ,ORD,552,0,1,1,10,0,10,10,1,1,10,2,1
BDL,MSP,847,0,1,10,10,10,10,10,10,10,10,0,10
SFO,IAH,3426,1,0,0,0,0,0,0,0,10,10,0,1
JFK,JAX,965,1,1,0,2,2,2,2,2,0,10,2,0
LAX,DFW,6649,0,1,1,0,0,0,0,0,0,10,1,1
RSW,BOS,1634,1,1,0,10,10,10,10,0,10,10,10,1
SLC,DFW,2990,0,1,1,1,1,0,0,0,10,10,10,1
PIT,IAH,902,0,0,0,10,0,0,0,10,10,10,0,0
JAX,JFK,964,1,1,2,0,0,2,0,2,0,10,2,0
ATL,LGA,8234,1,1,1,0,2,2,2,0,0,10,0,0
JNU,ANC,1033,1,1,10,0,1,0,0,0,1,10,10,1
PHX,OAK,2512,0,10,10,0,10,0,0,0,0,10,0,1
JFK,MCO,5349,1,1,1,2,2,0,0,2,0,10,0,10
DTW,CID,725,0,1,10,10,10,0,10,10,10,10,10,0
SLC,COS,597,1,0,10,10,10,10,10,10,10,10,10,10
DTW,ABE,705,0,0,1,10,1,10,10,10,0,10,10,10
BOS,RSW,1634,1,1,0,10,10,10,10,10,10,10,10,10
KTN,JNU,334,0,1,10,10,10,10,10,10,10,10,10,1
MCO,JFK,5346,1,1,1,2,2,2,0,2,0,10,0,10
LAX,CLD,640,0,1,2,10,10,10,10,10,10,10,10,10
CLD,LAX,641,0,1,2,10,10,10,10,10,10,10,10,10
GRK,ATL,596,0,0,1,10,10,1,10,10,10,10,10,1
AUS,ATL,3163,0,1,1,10,1,1,10,10,10,10,0,10
AUS,LAS,1189,1,10,1,10,0,10,0,10,10,10,0,0
RKS,SLC,31,1,10,10,10,10,10,10,10,10,10,10,10
SAN,SLC,2266,0,0,10,0,10,10,10,10,10,10,1,0
SAT,STL,611,1,1,10,10,10,10,10,10,10,10,10,10
SAT,LAS,1275,0,0,0,10,10,10,10,10,10,10,0,10
MIA,LGA,6318,1,1,1,0,0,0,0,2,0,10,10,1
MIA,MCO,3033,0,10,0,0,0,10,0,1,10,10,10,10
STL,SFO,881,0,1,10,10,10,0,10,10,10,10,10,1
SAT,MSP,177,1,0,10,10,10,10,10,10,10,10,10,10
AUS,HOU,1324,1,0,10,10,1,10,10,0,10,10,2,0
PVD,CLT,1053,1,1,0,10,10,0,10,1,10,10,10,10
SAT,DEN,1711,1,2,0,1,0,0,10,10,10,10,1,1
IAH,SAT,2312,1,1,0,1,1,0,0,0,10,10,1,1
COS,SEA,334,1,0,10,0,10,1,10,0,10,10,10,10
SAT,CLT,359,0,1,10,10,10,0,10,0,10,10,10,0
ABE,DTW,711,0,0,1,10,10,10,10,10,1,10,10,10
MDW,JAX,334,0,1,10,10,10,10,10,10,10,10,10,0
MCO,MIA,3034,0,10,0,0,0,0,0,0,0,10,10,10
SJC,ONT,1303,0,0,10,10,0,0,0,10,0,10,1,10
LGA,MIA,6308,1,1,1,0,1,0,0,2,2,10,1,1
BWI,RDU,1952,0,1,1,10,0,1,0,2,0,10,10,10
EWR,MCO,4774,1,1,1,0,0,0,0,0,10,10,0,0
ONT,SJC,1329,0,0,10,0,0,10,0,10,0,10,0,10
BNA,CLT,1292,0,1,1,0,10,10,10,1,10,10,10,10
COD,SLC,340,0,10,10,10,10,10,10,10,10,10,10,1
STL,DEN,1875,2,1,0,1,1,1,10,1,10,10,1,1
IAD,LAS,1177,0,0,1,0,10,0,0,2,10,10,10,10
CLT,ATL,6307,0,1,0,0,1,1,0,1,10,10,1,10
RDU,BWI,1952,0,1,1,0,1,1,0,2,0,10,0,10
SNA,LAS,2412,0,0,0,0,0,0,0,1,10,10,10,0
LAS,SNA,2417,0,0,2,10,10,0,2,0,10,10,10,0
MIA,JFK,3596,1,1,1,10,10,0,1,0,2,10,2,10
DEN,DIK,340,2,1,1,2,2,0,10,10,10,10,10,10
JFK,MIA,3594,1,1,1,2,10,0,1,0,2,10,2,0
MSP,OMA,1286,0,0,10,1,10,10,10,10,10,10,10,10
SBP,LAX,1373,0,1,1,0,0,2,0,0,10,10,10,1
DEN,IND,1892,0,1,10,1,1,10,10,0,10,10,0,1
MSP,BIS,1503,0,0,0,10,10,0,10,0,10,10,10,1
MEI,PIB,573,0,0,0,10,0,10,10,10,10,10,0,10
PDX,ANC,913,0,10,10,10,10,10,10,10,10,10,10,1
SFO,RNO,1606,1,1,0,0,2,0,0,0,1,10,0,1
LAX,SBP,1372,0,1,1,0,0,0,0,0,10,10,10,1
ANC,PDX,913,0,10,10,10,10,10,10,0,10,10,10,10
RNO,SFO,1613,1,1,0,0,2,0,0,0,10,10,0,1
TPA,ATL,7083,0,1,0,0,0,1,0,0,0,10,10,1
BDL,FLL,945,1,1,1,10,0,1,10,10,10,10,10,10
SYR,CLT,594,0,1,10,10,0,10,10,10,10,10,10,10
LAX,ASE,775,0,1,0,1,10,0,10,0,10,10,10,1
PHL,DTW,1999,1,1,1,10,10,10,0,2,10,10,10,10
OMA,MSP,1271,0,0,10,0,10,10,10,10,10,10,10,10
RDU,DTW,998,0,0,1,10,0,10,10,10,10,10,10,1
OMA,IAH,1166,0,1,2,1,1,10,2,0,10,10,1,0
MSY,JFK,1115,1,1,1,0,0,2,10,2,10,10,10,10
ELP,PHX,1451,0,1,10,10,0,10,10,10,10,10,10,0
SLC,SUN,674,1,10,10,1,10,10,10,1,10,10,10,10
DEN,IAH,4848,0,1,0,0,1,1,0,0,10,10,1,0
DTW,PHL,1989,1,1,1,10,10,0,0,0,10,10,10,10
ASE,LAX,774,1,1,1,1,10,1,1,1,10,10,10,1
SFO,SBP,1043,1,1,1,2,10,0,0,10,1,10,10,1
IAH,IND,979,1,10,0,10,0,1,10,10,10,10,10,1
SUN,SLC,672,1,1,1,1,2,10,10,1,10,10,1,1
SFO,FAT,871,1,1,10,1,10,1,0,0,10,10,10,1
BOS,DFW,3073,1,1,1,0,1,0,0,0,10,10,0,1
SUN,SFO,169,1,1,1,10,10,10,10,1,0,10,10,1
FAI,ANC,668,0,0,10,10,1,10,10,10,10,10,10,0
HSV,DEN,170,2,10,1,10,10,10,10,10,10,10,10,10
CLT,RSW,1726,0,1,10,10,10,10,10,1,10,10,10,10
DFW,ASE,335,0,1,1,1,10,10,10,0,10,10,10,1
CLT,PBI,1617,0,1,10,10,10,10,10,0,10,10,10,10
IND,DEN,1849,1,1,10,10,1,0,10,0,10,10,1,1
DTW,EWR,2175,2,2,2,2,2,2,2,1,10,10,10,10
PHX,LAS,5499,0,0,0,0,0,0,0,0,0,10,0,10
BNA,MSY,1037,1,1,1,10,10,10,1,10,10,10,10,10
ORD,CRW,576,0,2,1,1,10,1,2,1,1,10,1,2
IND,IAH,906,0,10,0,1,1,1,2,10,10,10,0,1
MCI,IND,606,1,0,10,10,10,10,10,2,10,10,10,0
RSW,CLT,1726,0,1,0,10,10,10,0,1,10,10,0,10
PBI,CLT,1616,0,1,10,0,10,10,0,0,10,10,10,0
SFO,BFL,661,0,1,10,0,1,10,2,0,10,10,0,1
EWR,IAD,738,2,2,2,1,2,2,2,2,10,10,10,10
PHX,IND,1306,1,10,10,10,10,10,0,0,10,10,10,10
MSY,TPA,984,1,10,10,0,0,1,0,2,10,10,10,10
DTW,OKC,327,2,10,0,10,10,10,10,10,10,10,1,10
BWI,IND,1028,1,1,1,0,0,1,10,0,10,10,10,1
RDU,PHL,855,1,1,1,10,1,10,2,0,0,10,0,10
ATL,IND,3811,1,1,10,10,1,0,0,10,10,10,0,0
DCA,CAK,273,1,1,1,10,10,10,10,2,10,10,10,10
ORD,BTV,519,2,10,10,1,10,1,1,1,10,10,2,2
DEN,DRO,571,0,1,1,0,0,1,10,10,10,10,10,1
LAS,PHL,2147,1,0,1,0,0,0,10,0,10,10,10,2
PHL,LGA,226,1,1,10,0,1,10,10,10,10,10,10,10
IAD,IAH,1399,1,1,0,0,0,0,0,0,10,10,10,10
IND,PHX,1306,1,10,0,10,10,0,0,10,10,10,10,0
DRO,DEN,572,0,1,1,0,0,1,10,10,10,10,10,1
CMH,FLL,312,1,1,10,10,10,10,10,10,10,10,10,10
PHL,BNA,630,1,1,1,10,10,10,10,2,10,10,10,0
EWR,PIT,433,2,2,2,10,2,1,10,10,10,10,10,2
OKC,DTW,328,1,0,0,10,10,10,10,10,10,10,0,10
COS,IAH,894,1,10,10,1,1,1,0,10,0,10,10,1
RIC,EWR,1015,2,2,2,2,1,2,10,2,1,10,2,2
BFL,SFO,660,1,0,10,0,1,10,2,0,1,10,0,1
JFK,CLT,2576,1,1,1,2,2,2,10,2,0,10,2,0
SBN,ATL,1129,1,1,10,10,1,2,10,0,10,10,10,0
IND,DCA,718,1,1,1,10,10,0,10,0,2,10,0,10
CAK,MCO,547,1,1,0,10,10,10,10,10,10,10,10,10
IND,MCI,615,0,1,1,10,10,10,10,10,10,10,10,10
IND,TPA,906,0,10,1,0,10,0,0,0,10,10,10,10
IND,CLT,824,1,0,10,10,0,10,0,0,0,10,10,0
MCO,BNA,1412,0,1,1,10,0,0,0,10,10,10,10,1
PHL,LAS,2148,1,1,1,10,0,0,10,0,10,10,10,2
IAD,ORD,1745,0,1,1,0,0,0,0,0,0,10,1,1
LAX,JFK,12015,1,1,1,1,0,1,0,0,0,10,0,0
LAX,MSP,3091,0,1,10,10,10,0,10,1,0,10,10,0
IAD,EWR,734,2,2,2,1,2,1,2,2,2,10,10,10
IAD,CLE,339,2,2,2,10,10,10,10,10,10,10,10,10
PHL,CLT,3103,1,1,1,2,10,1,0,1,0,10,10,10
TUS,SFO,636,2,1,10,10,10,10,0,10,10,10,10,1
DCA,PBI,978,0,1,1,0,0,10,0,0,10,10,10,1
SFO,PSP,2140,1,1,10,1,0,10,10,10,1,10,2,1
SEA,FAT,883,0,0,10,0,10,10,10,10,10,10,10,1
PIT,EWR,428,2,2,2,10,1,1,10,2,10,10,2,2
LAX,SBA,1459,0,0,2,10,0,0,0,0,0,10,10,0
ATL,SBN,1124,1,1,10,10,1,0,0,0,10,10,10,0
CLE,IAD,363,2,2,2,10,10,10,10,10,10,10,10,10
IAH,CVG,1076,2,10,1,1,10,1,0,10,10,10,2,1
PSP,SFO,2145,1,1,10,1,10,0,0,0,10,10,2,1
SFO,ONT,2174,1,1,0,1,2,0,0,0,1,10,10,1
SFO,MCI,576,0,10,10,1,10,10,10,10,10,10,10,1
SFO,MSP,2449,0,1,0,10,1,10,0,10,10,10,10,1
SFO,TUS,654,1,0,10,10,10,10,0,10,10,10,10,1
SFO,SUN,170,1,1,10,10,10,10,1,10,10,10,10,1
EWR,JAX,1020,2,2,2,10,1,1,2,1,2,10,2,2
LAX,PIT,254,0,10,10,10,10,10,0,10,10,10,10,0
ABY,ATL,876,1,0,0,2,10,1,10,2,10,10,10,10
CVG,IAH,1097,2,10,1,1,1,1,0,10,10,10,10,1
EWR,ORF,679,2,2,2,2,10,2,1,2,2,10,2,1
PHL,FLL,1907,1,1,1,10,10,0,10,10,10,10,0,10
IAD,SAV,87,2,10,10,10,10,10,10,10,10,10,10,10
ONT,SFO,2174,1,1,0,0,2,0,0,0,2,10,10,1
IAD,BUF,39,2,10,2,10,10,10,10,10,10,10,10,10
MSP,MKE,2204,0,1,1,10,0,10,10,10,10,10,10,1
BWI,BHM,592,0,1,1,10,10,1,1,10,10,10,10,10
ATL,TLH,2106,1,1,0,0,1,1,10,10,1,10,1,1
COS,LAX,644,1,10,10,10,0,0,10,0,10,10,10,10
JAX,EWR,913,2,2,2,0,2,1,1,2,10,10,0,1
GSO,IAD,60,2,10,10,10,10,10,10,10,10,10,10,10
BUF,IAD,36,2,10,10,10,10,10,10,10,10,10,10,10
ATL,PVD,947,1,1,10,10,10,10,10,10,10,10,10,1
DFW,COS,1081,1,1,1,1,1,1,10,10,10,10,1,1
ANC,ADQ,460,1,0,1,10,1,1,1,1,10,10,1,1
FLL,PHL,1915,1,1,1,10,10,0,10,10,10,10,0,10
LAX,PHX,7330,2,0,0,0,0,0,0,0,0,10,0,1
IAH,PNS,1419,1,10,1,1,2,1,2,2,10,10,1,1
PNS,ATL,2268,1,1,1,10,10,1,10,10,10,10,10,0
GNV,MIA,594,0,0,0,0,0,2,10,1,1,10,0,10
ATL,SGF,1294,1,1,0,10,10,10,10,10,10,10,10,0
ATL,VLD,935,1,0,0,10,10,10,1,0,10,10,10,1
CMH,ATL,3266,1,1,10,0,1,1,10,0,10,10,10,1
CLT,DTW,3090,0,1,10,2,10,10,10,1,10,10,0,1
MCI,SFO,580,0,10,10,1,0,10,0,0,10,10,10,0
COS,DFW,1080,1,1,0,1,1,1,0,10,0,10,1,1
MSP,SFO,2446,0,1,10,10,0,10,0,2,10,10,10,1
SJC,LAS,2802,0,0,2,10,0,0,10,2,0,10,10,0
SJC,LAX,6339,0,0,0,0,0,0,0,0,0,10,0,0
BDL,DCA,660,1,1,1,10,10,10,10,10,10,10,10,10
ADQ,ANC,460,1,0,1,10,1,1,1,1,10,10,1,1
ATL,PNS,2268,1,1,1,10,10,1,10,10,10,10,10,0
SGF,ATL,1294,1,1,0,10,10,10,10,10,10,10,10,0
COS,SLC,597,1,0,10,0,10,10,10,10,10,10,10,10
SNA,SMF,2132,0,0,0,10,0,0,0,1,10,10,10,10
IAH,TUS,1153,0,0,10,1,1,1,0,0,10,10,10,10
LAS,LAX,9715,0,0,0,0,0,0,1,0,0,10,10,1
IAH,COS,914,1,2,10,1,1,10,2,10,10,10,1,1
ATL,CHS,3197,1,1,10,0,1,1,10,10,10,10,10,10
VLD,ATL,935,1,1,0,10,10,10,10,10,10,10,10,1
PVD,ATL,947,1,1,10,10,10,10,10,10,10,10,10,1
PNS,IAH,1419,1,10,1,1,2,1,10,2,10,10,1,1
HOU,ATL,4071,0,1,0,0,0,0,10,0,0,10,1,1
IAH,CHS,575,1,10,10,1,0,10,10,10,10,10,10,10
LAX,COS,647,1,10,1,10,0,0,1,0,10,10,10,10
ATL,VPS,2207,1,1,1,0,1,0,10,10,10,10,0,1
IAH,VPS,901,1,10,1,1,1,0,1,0,10,10,1,1
SEA,COS,333,1,10,10,0,10,10,10,10,10,10,10,10
TPA,IND,911,0,1,10,10,10,0,0,1,10,10,10,1
ATL,ABY,876,1,0,0,10,10,1,10,1,10,10,10,10
ATL,SAV,3140,1,1,10,0,1,1,10,10,10,10,10,1
MIA,PNS,496,1,0,1,10,10,10,1,0,1,10,10,10
MIA,CHS,254,0,1,1,0,10,10,10,10,10,10,10,10
ATL,GNV,2088,1,1,10,10,0,1,10,1,10,10,1,1
ATL,TRI,1929,2,1,0,10,0,0,10,1,10,10,1,1
SAV,ATL,3140,1,1,10,0,1,1,10,10,10,10,10,1
EWR,MIA,2715,1,1,1,1,0,10,0,1,0,10,10,1
RDU,LAS,334,0,1,10,10,10,10,10,10,10,10,10,10
VPS,IAH,901,1,10,1,1,1,1,1,0,10,10,1,1
IND,ATL,3816,0,1,1,10,1,10,0,0,10,10,10,0
CHS,IAH,584,1,10,1,1,0,1,2,10,10,10,10,2
TRI,ATL,1928,0,1,0,2,0,0,10,1,10,10,1,1
BWI,TPA,2177,0,1,1,1,10,1,1,2,10,10,10,1
CHS,MIA,255,0,1,1,0,10,10,10,10,10,10,10,10
PHX,SFO,4863,1,0,0,0,0,0,1,0,10,10,0,1
COS,ORD,934,1,1,2,0,10,0,0,10,10,10,1,1
CMH,BNA,624,0,1,10,10,10,1,10,2,10,10,10,10
CHS,ATL,3197,1,1,10,0,1,1,10,10,10,10,10,10
DTW,CLT,3086,0,1,0,0,10,10,0,0,0,10,0,1
TPA,BWI,2182,0,1,1,1,10,1,1,2,10,10,10,0
LAS,IAD,1171,0,1,1,10,10,10,10,0,10,10,10,10
MCO,ATL,8202,0,1,0,0,1,1,0,0,0,10,1,0
RSW,MKE,524,0,1,10,10,10,10,10,10,10,10,10,0
LAX,SAF,230,1,1,10,10,10,10,0,0,10,10,10,10
ATL,BDL,2342,1,1,1,10,10,10,10,10,10,10,10,10
SFO,PHX,4856,1,0,0,0,0,0,10,0,10,10,0,1
HNL,LIH,5856,0,10,10,10,10,10,10,0,10,10,10,10
HLN,SLC,870,1,10,10,0,10,10,10,10,10,10,10,1
LIH,OGG,1321,0,10,10,10,10,10,10,10,10,10,10,10
ORD,MCI,2201,0,2,1,1,1,0,1,1,1,10,1,1
SAF,LAX,230,1,1,0,10,10,0,0,0,10,10,10,10
