origin,destination,count,1,2,3,4,5,6,7,8,9,10,11,12
JFK,DTW,283,1,10,1,10,10,10,10,10,10,10,10,10
PBI,ISP,697,1,1,1,1,10,10,10,10,10,10,10,10
JFK,SMF,282,1,1,10,10,10,10,10,10,10,10,10,10
MCO,MHT,700,1,1,10,10,10,10,10,10,10,10,10,10
MCI,BOS,596,1,1,10,10,10,0,10,10,10,10,10,10
STL,BOS,684,1,1,1,10,10,10,10,10,10,10,10,10
JFK,ABQ,274,1,10,10,10,10,2,10,10,10,10,10,10
RDU,BDL,189,0,0,10,10,10,10,10,0,10,10,10,10
MIA,BDL,376,1,1,10,10,10,10,10,0,10,10,10,10
PBI,ACY,155,1,1,10,10,10,10,10,10,10,10,10,10
ORF,BWI,1144,0,1,1,1,10,1,10,2,10,10,10,1
ATL,ABE,904,0,1,1,10,10,10,10,10,10,10,10,1
ATL,MHT,333,1,1,10,10,10,10,10,10,10,10,10,0
JFK,PDX,854,1,10,1,10,10,10,10,10,10,10,10,10
ATL,PWM,612,1,0,10,0,10,10,10,10,10,10,10,10
JFK,RSW,1230,1,1,1,2,2,10,0,0,10,10,2,10
TPA,ISP,491,1,1,1,1,0,0,10,10,10,10,10,10
FLL,BDL,945,1,1,10,10,10,0,10,10,10,10,0,10
PHX,PSP,1722,1,10,0,0,10,0,0,1,0,10,10,10
LGB,BOS,276,1,1,10,10,10,10,10,10,10,10,10,10
TPA,BOS,1104,1,1,10,0,10,10,10,0,10,10,10,0
FLL,ACY,817,1,10,0,10,1,0,0,10,10,10,10,10
RSW,ACY,483,1,10,0,10,0,0,10,1,10,10,10,10
PDX,JFK,853,1,10,1,10,10,10,10,10,10,10,10,10
OAK,JFK,285,1,10,10,10,10,10,10,10,10,10,10,10
DTW,DCA,1705,1,1,1,10,10,0,10,10,10,10,10,0
MCO,ACY,794,1,0,10,10,1,0,10,10,10,10,10,10
BUR,JFK,334,1,0,10,2,10,10,10,10,2,10,10,10
BWI,PWM,998,1,1,1,0,0,1,10,2,2,10,10,10
SAN,BOS,964,1,1,10,10,10,10,10,10,0,10,1,10
JFK,SYR,1016,1,1,2,2,2,2,2,2,0,10,2,2
JFK,PWM,1180,1,1,2,2,2,2,2,2,2,10,10,10
LAX,FLL,1747,1,10,10,10,10,0,10,0,1,10,10,10
SJC,JFK,296,1,1,0,0,1,10,0,2,10,10,10,10
LAX,IAD,3525,1,2,1,0,10,0,0,2,10,10,2,0
SEA,ANC,6382,0,0,10,0,10,0,0,10,0,10,10,1
ABQ,JFK,274,1,10,10,0,10,2,10,10,10,10,10,10
SLC,MCO,1239,1,10,10,10,10,10,10,10,10,10,10,10
SMF,JFK,282,1,1,10,10,10,10,10,10,10,10,10,10
EWR,IAH,3340,1,1,0,0,0,0,0,1,2,10,10,1
BOS,MYR,333,1,1,1,10,10,10,10,10,0,10,10,10
ALB,MDW,668,1,1,1,10,10,1,0,10,10,10,1,1
PWM,BWI,998,1,1,1,0,0,0,10,2,10,10,10,10
MHT,BWI,2221,1,1,1,1,0,0,10,0,2,10,10,1
BOS,MDW,1391,1,1,0,1,1,1,1,10,2,10,1,1
BOS,PHX,1428,1,1,0,10,10,0,0,0,10,10,10,10
BDL,CLT,1621,1,1,0,10,0,10,10,1,10,10,10,10
ALB,BWI,1701,1,1,1,1,0,1,1,1,10,10,10,1
MHT,MDW,866,1,1,1,10,1,1,10,10,10,10,1,1
BDL,MDW,882,1,1,1,10,10,1,0,0,10,10,1,1
ALB,ATL,937,1,1,10,10,10,10,10,10,10,10,10,10
BOS,ATL,4682,1,1,1,0,0,0,10,0,0,10,10,0
ABE,ORD,665,2,1,1,1,10,1,10,10,1,10,2,1
ATL,TTN,325,1,1,10,10,10,1,0,10,10,10,10,10
ACY,RSW,483,1,10,0,10,10,0,10,1,10,10,10,10
RSW,PHL,960,1,1,1,10,10,0,0,0,10,10,10,10
DCA,DTW,1713,1,1,1,10,10,0,10,10,10,10,10,1
BOS,FLL,2188,1,1,10,0,10,0,0,0,2,10,0,1
BOS,IAD,2020,1,1,1,10,0,0,10,0,2,10,10,10
DCA,MSP,1654,1,1,1,10,10,10,10,2,10,10,10,10
RSW,IAH,621,1,10,0,10,0,1,2,10,10,10,0,1
MSY,LGA,461,1,1,1,10,10,0,10,2,10,10,10,10
BOS,BUF,1244,1,1,0,1,10,10,0,2,0,10,10,10
MHT,MCO,704,1,1,10,10,10,10,10,10,10,10,10,10
ACY,MYR,334,1,1,10,10,10,0,10,10,10,10,2,10
ABE,ATL,898,1,0,1,10,10,10,10,10,10,10,10,1
BOS,AUS,402,1,1,10,10,10,10,10,10,10,10,10,10
PIT,RSW,444,0,1,0,10,10,10,10,10,10,10,10,0
BDL,MIA,376,1,1,10,10,10,10,10,10,10,10,10,10
TTN,RDU,278,1,1,10,10,10,10,10,1,10,10,10,0
PWM,ATL,612,1,0,10,0,10,10,10,10,10,10,10,10
BOS,SLC,577,1,1,10,10,10,10,10,10,10,10,10,10
JFK,MSY,1110,1,1,1,10,0,2,10,2,10,10,10,10
MHT,ATL,333,1,1,10,10,10,10,10,10,10,10,10,0
MSY,PHL,361,1,10,1,10,10,0,10,10,10,10,0,0
BDL,RDU,183,0,0,10,10,10,10,10,10,10,10,10,10
PSP,PHX,1722,1,0,0,0,10,0,0,0,0,10,10,10
ALB,MCO,691,1,1,10,10,10,10,0,1,10,10,10,10
BOS,SAN,964,1,1,0,10,10,10,1,10,10,10,10,10
BOS,HOU,926,1,1,0,10,10,0,10,0,10,10,2,10
BOS,TPA,1102,1,1,10,0,10,10,10,0,10,10,10,10
ACY,FLL,817,1,10,0,0,1,0,10,10,10,10,10,10
MSP,JFK,820,1,1,1,10,10,10,10,10,10,10,10,10
JFK,SRQ,335,1,1,0,10,10,2,10,0,10,10,10,10
CLE,SFO,446,1,10,10,10,10,0,0,10,10,10,10,0
FLL,JAX,726,1,0,10,10,10,10,10,10,10,10,10,10
TTN,MCO,486,1,0,1,10,10,0,10,10,10,10,10,10
PHL,SAN,794,1,1,0,10,1,0,10,10,10,10,10,10
ACY,MCO,794,1,0,10,10,1,2,10,2,10,10,10,10
ALB,ORD,872,1,1,0,1,0,0,10,1,10,10,1,1
JFK,CHS,1201,1,1,0,1,2,2,0,10,10,10,0,10
ALB,TPA,383,1,1,10,10,10,10,10,2,10,10,10,1
PHL,JAX,384,1,10,1,10,10,10,10,2,10,10,10,10
BDL,RSW,399,1,1,1,10,10,10,10,10,10,10,10,10
PDX,EWR,334,1,10,0,10,10,10,10,10,10,10,10,10
CLE,LAS,1380,1,10,10,10,0,0,0,10,10,10,10,1
EWR,LAS,1707,1,1,10,10,0,0,0,0,10,10,10,10
CLE,LAX,804,1,10,10,10,0,0,0,10,10,10,10,1
ORD,SAN,2673,1,1,1,1,0,1,10,1,10,10,1,1
PWM,CLT,334,1,1,0,10,10,0,0,0,10,10,10,10
ALB,FLL,345,1,1,10,10,10,10,10,10,10,10,10,10
MCO,ORH,334,1,1,0,10,10,0,10,0,0,10,0,10
BDL,DEN,346,1,1,10,10,10,1,10,10,10,10,10,10
BOS,LAS,1026,1,1,10,10,0,0,10,2,10,10,10,10
TYS,EWR,306,2,2,2,2,10,10,10,10,10,10,10,10
EWR,SAN,983,1,10,1,10,1,2,10,10,10,10,2,10
TTN,TPA,184,1,1,10,10,10,10,10,10,10,10,1,10
DEN,RSW,386,1,10,10,10,10,10,10,10,10,10,10,1
SEA,PHL,990,1,0,1,10,10,10,10,0,0,10,10,0
DTW,JFK,304,1,1,1,10,10,10,10,10,10,10,10,10
ACY,PBI,155,1,1,10,10,10,10,10,10,10,10,10,10
IAH,SAN,2033,1,0,10,0,0,0,0,0,0,10,10,0
RDU,TTN,278,1,1,10,10,10,10,10,1,10,10,10,0
EWR,EGE,111,1,1,10,10,10,10,10,10,10,10,10,10
BOS,STT,205,1,1,10,10,10,10,10,10,10,10,10,10
IAH,MSY,2758,1,10,1,1,0,1,1,1,10,10,1,1
MHT,TPA,446,1,1,10,10,10,10,10,10,10,10,10,10
EWR,HNL,330,1,10,10,10,10,10,10,10,10,10,10,10
EWR,STT,239,1,1,10,10,10,10,10,10,10,10,10,10
AUS,DEN,2852,0,10,0,10,1,0,0,10,10,10,1,1
CLT,TPA,2856,1,1,10,10,10,10,10,0,10,10,10,10
SLC,EWR,292,1,10,10,10,10,10,10,10,10,10,10,10
LAX,MCO,2417,1,0,0,0,0,10,10,10,10,10,10,0
LGA,RSW,763,1,1,1,10,10,2,10,0,10,10,10,10
RSW,BWI,1218,0,1,1,1,10,1,0,0,10,10,10,0
BOS,CHS,338,1,1,10,10,10,10,10,10,10,10,10,10
DFW,JFK,558,1,1,0,10,1,2,10,10,10,10,10,1
JAX,PHL,383,1,10,1,10,10,0,10,10,0,10,10,10
MSY,IAH,2681,1,1,1,1,0,0,1,0,10,10,10,1
SRQ,JFK,334,1,1,0,2,0,2,10,0,10,10,10,10
TPA,ORD,2427,1,1,0,0,0,0,10,0,0,10,1,1
SAN,ORD,2680,1,1,1,0,0,0,2,1,10,10,1,1
HOU,JFK,338,1,1,10,10,10,10,10,0,10,10,2,10
FLL,ALB,346,1,10,10,10,10,0,10,10,10,10,10,10
JFK,MSP,843,1,1,1,10,10,10,10,10,10,10,10,10
SNA,IAH,1463,1,10,10,1,1,0,0,10,10,10,10,1
MIA,CLT,2982,1,1,0,0,0,1,0,0,0,10,10,0
FLL,IAH,1849,1,10,10,0,0,0,1,10,10,10,10,0
BOS,BNA,628,1,1,10,10,10,10,10,10,10,10,10,0
TPA,MHT,445,1,1,10,10,10,0,10,10,10,10,10,10
DEN,AUS,2947,1,10,0,10,10,0,0,10,10,10,0,1
BOS,MSY,334,1,1,10,10,10,10,10,10,10,10,10,10
LGA,SRQ,432,1,1,0,10,10,2,10,10,10,10,10,10
CAK,BOS,299,1,1,1,10,10,0,10,10,10,10,10,10
DTW,PWM,520,1,1,0,10,10,10,0,1,10,10,10,1
JFK,HOU,339,1,10,1,10,10,10,10,10,10,10,10,10
IAH,LAS,2769,1,0,10,0,1,0,10,0,10,10,10,0
CHS,BOS,338,1,1,10,10,10,10,10,10,10,10,10,10
STT,BOS,142,1,1,10,10,10,10,10,10,10,10,10,10
IAH,SEA,2216,1,10,10,1,0,0,0,10,10,10,10,0
IAH,MCO,2610,1,10,1,0,1,0,0,0,10,10,2,2
TTN,PBI,57,1,0,10,10,10,10,10,10,10,10,10,10
BDL,PBI,339,1,1,10,10,0,10,10,10,10,10,10,10
TPA,IAH,1778,1,10,10,1,0,0,0,0,0,10,2,1
PSG,WRG,332,0,0,10,0,0,10,10,10,10,10,10,10
BOS,CAK,299,1,1,10,10,10,10,10,2,10,10,10,10
JFK,DFW,559,1,1,1,10,1,2,10,0,10,10,10,1
PWM,DTW,514,1,1,0,0,10,10,0,10,10,10,10,1
FLL,ORD,2534,1,1,1,0,0,1,10,1,10,10,1,1
SDF,DEN,523,0,1,2,10,10,10,10,10,10,10,10,10
PHL,DCA,106,1,10,10,10,10,10,10,10,10,10,10,10
JFK,BUR,334,1,1,10,2,10,10,10,10,2,10,10,10
EWR,SLC,292,1,10,10,10,10,10,10,10,10,10,10,10
PHL,IND,421,1,10,0,10,1,1,10,0,10,10,0,0
BOS,CVG,278,1,1,10,10,10,10,10,10,10,10,10,10
PHL,SEA,990,1,0,1,10,10,10,10,10,0,10,10,10
PHL,MSY,359,1,10,1,10,10,0,10,10,10,10,10,10
EWR,PDX,324,1,10,0,10,10,10,0,10,10,10,10,0
HNL,ITO,4794,0,10,0,10,0,0,10,0,0,10,10,10
IAD,SFO,3620,0,2,1,0,0,0,0,0,0,10,0,0
ITO,HNL,4794,0,10,0,10,0,0,10,0,0,10,10,10
FLL,RIC,334,1,1,1,10,10,10,10,10,10,10,10,10
MSY,DAL,2408,0,1,1,0,1,1,10,0,10,10,2,0
PDX,ORD,2164,1,1,10,10,0,0,1,1,1,10,1,1
FLL,ATL,7411,0,1,10,0,1,0,2,0,0,10,10,1
HOU,AUS,1313,0,0,10,10,1,1,10,1,10,10,0,1
HOU,CRP,1250,1,10,1,10,1,1,10,1,10,10,10,1
IAD,MCO,1666,1,0,0,0,0,0,0,0,10,10,10,1
CRP,HOU,1249,1,10,0,10,0,1,10,1,10,10,10,1
SFO,ATL,3127,1,1,10,0,0,0,10,10,10,10,10,10
DAL,MSY,2410,0,1,1,10,1,0,10,0,10,10,1,1
DEN,DTW,2682,1,1,10,1,1,1,0,0,10,10,1,1
LGB,OAK,1001,1,10,0,10,10,0,0,0,10,10,10,10
ONT,SMF,2024,0,0,10,10,0,0,0,0,0,10,0,0
BWI,MKE,858,1,1,1,0,0,0,10,10,10,10,10,1
MCO,MDW,2576,0,1,0,1,1,1,0,1,10,10,1,1
SBA,DEN,650,0,1,10,1,0,10,0,0,10,10,1,1
LAX,EGE,111,0,10,0,10,10,10,10,10,10,10,10,1
OGG,SFO,1426,0,0,0,0,10,0,0,0,0,10,0,0
EGE,LAX,110,0,0,10,10,10,10,10,10,10,10,10,1
IAH,DSM,443,0,10,10,10,1,1,10,10,10,10,1,1
DSM,IAH,511,0,10,0,10,1,1,10,10,10,10,1,1
DAL,LAX,2473,0,1,1,10,10,1,10,10,10,10,10,0
MKE,MCI,610,0,1,10,10,0,10,10,10,10,10,10,0
SFO,OGG,1428,0,0,0,10,10,0,0,0,10,10,0,10
AUS,CLT,423,0,10,0,10,0,10,0,10,10,10,10,10
PHX,SMF,3160,2,0,10,0,10,10,0,10,10,10,10,0
PHX,IAH,3273,0,10,10,0,1,0,0,0,10,10,10,0
PHX,TUS,1155,2,2,10,10,0,0,10,0,10,10,10,10
PHX,PDX,3102,2,0,0,10,1,0,10,10,10,10,10,10
SLC,FCA,887,1,10,10,10,10,10,10,10,10,10,10,10
TUS,PHX,1155,2,2,10,10,0,0,10,0,0,10,10,10
FCA,SLC,886,1,10,10,10,10,10,10,1,10,10,0,10
PHX,YUM,1878,2,1,0,10,0,0,0,0,0,10,10,1
PHX,SEA,5770,2,1,0,0,10,0,0,10,10,10,1,10
PDX,PHX,3098,2,0,10,0,0,0,0,10,10,10,10,10
OTZ,OME,284,0,1,1,10,10,10,0,10,2,10,1,1
YUM,PHX,1877,2,1,0,0,0,0,0,0,0,10,10,1
MSP,PIT,481,0,10,10,0,10,10,10,10,10,10,0,10
SEA,BLI,248,1,10,10,10,10,10,10,10,10,10,10,10
MIA,GSO,151,0,1,10,0,10,10,10,10,10,10,10,10
LIH,SEA,561,0,10,10,10,10,10,10,10,10,10,10,10
GSO,MIA,151,0,1,1,0,10,10,10,10,10,10,10,10
BLI,SEA,249,1,10,10,10,10,10,10,0,10,10,10,0
ASE,MSP,24,1,10,0,10,10,10,10,10,10,10,10,10
SNA,ORD,2167,1,1,1,1,1,0,0,0,10,10,10,1
FLL,MDW,1154,1,1,0,10,10,0,10,10,10,10,1,0
SFO,IAD,3478,0,2,0,0,0,0,0,0,10,10,0,0
OAK,SLC,2116,10,0,10,0,10,10,10,10,10,10,10,0
SFO,MDW,768,10,1,1,10,10,0,10,10,10,10,1,1
OAK,MDW,998,10,1,10,10,10,10,0,10,10,10,1,1
PDX,MDW,648,10,1,0,10,10,1,10,10,10,10,10,1
CRW,ORD,577,10,2,1,1,10,1,1,1,1,10,1,2
CLT,MDW,636,10,1,1,10,1,1,0,10,10,10,1,1
BOI,PHX,1089,10,1,10,10,0,0,10,0,0,10,10,10
SJC,ORD,665,10,1,10,0,10,1,0,0,10,10,0,1
PHX,MDW,2256,10,1,1,1,1,1,2,10,10,10,1,1
TUS,MDW,502,10,1,10,0,10,0,10,10,10,10,1,10
SLC,MDW,777,10,1,0,10,10,1,10,10,10,10,10,1
ORD,SEA,3932,10,1,0,1,10,1,10,0,10,10,1,1
ORD,RSW,1827,10,1,1,1,10,10,10,10,10,10,1,1
MDW,ONT,325,10,1,10,10,10,10,10,10,10,10,1,1
ABQ,MDW,661,10,1,1,10,1,1,10,10,10,10,1,1
AUS,MDW,882,10,1,1,1,10,1,10,10,10,10,0,1
MDW,TUS,501,10,1,10,10,10,0,10,10,10,10,1,1
OAK,ORD,334,10,1,1,10,10,10,10,10,10,10,0,1
MDW,SAN,1184,10,1,0,10,1,1,10,10,10,10,1,1
MDW,SMF,417,10,1,10,10,10,0,0,10,10,10,1,1
MDW,OKC,338,10,1,1,10,10,10,10,10,10,10,10,1
MDW,RSW,1181,10,1,1,0,1,1,2,10,10,10,1,1
BTV,ORD,537,10,2,10,1,10,1,1,1,1,10,1,1
MDW,LIT,332,10,1,0,10,0,1,0,10,10,10,1,1
PHX,DTW,2717,10,1,10,10,10,10,10,0,10,10,10,10
PHX,FLL,673,10,1,0,10,10,10,10,10,10,10,10,10
PHX,MCI,1825,10,1,10,10,10,10,10,10,10,10,0,10
ATL,DSM,925,10,1,10,10,0,10,10,10,10,10,10,10
MSY,ORD,1364,10,0,1,0,1,2,10,10,2,10,1,1
SEA,MKE,541,10,1,10,10,10,0,10,10,10,10,10,1
PHX,BOI,1089,10,1,10,10,10,10,10,10,10,10,10,10
RSW,MDW,1176,10,1,1,1,0,0,10,0,10,10,1,1
SAN,MDW,1171,10,1,0,10,10,1,2,10,10,10,0,1
PHX,RNO,1718,10,0,10,10,0,10,0,10,10,10,10,1
LAX,MKE,380,10,1,10,10,10,0,10,10,10,10,10,10
PHX,MKE,1409,10,1,10,0,10,0,10,10,10,10,10,1
PHX,ONT,2978,10,1,10,0,0,10,10,0,2,10,10,10
PHX,LIH,343,10,0,10,10,10,10,10,0,10,10,10,10
JAX,MDW,334,10,1,10,10,10,10,10,10,10,10,10,0
PHX,SNA,3842,10,1,0,0,0,0,0,0,10,10,0,0
TPA,MKE,621,10,1,10,10,10,10,10,10,10,10,10,0
ATL,FLL,7419,10,1,10,0,1,0,10,0,10,10,10,1
PHX,OGG,556,10,0,1,10,10,0,10,0,10,10,10,10
SMF,PDX,1578,10,0,10,10,0,10,10,10,10,10,10,10
LAS,BUF,545,10,1,10,10,10,10,10,10,10,10,10,10
MCO,MKE,1255,10,1,10,10,10,10,10,1,10,10,10,1
DSM,ATL,927,10,1,10,10,0,10,10,10,10,10,10,10
OKC,IAH,1055,10,1,10,1,1,0,2,2,1,10,1,1
DTW,HSV,93,10,0,10,0,0,10,10,10,10,10,10,10
DEN,OMA,2041,10,1,10,10,10,0,0,1,10,10,1,1
SJC,PHX,3111,10,0,0,10,0,0,0,10,10,10,0,1
MKE,MSP,2237,10,1,1,10,0,10,10,10,10,10,10,0
MTJ,ORD,118,10,1,0,10,10,10,10,10,10,10,10,10
MKE,LAS,1092,10,1,10,10,10,10,10,0,10,10,10,1
IAH,MKE,863,10,0,0,1,1,0,1,10,10,10,10,1
TUS,ORD,607,10,1,10,1,10,0,10,10,10,10,1,1
LEX,DTW,500,10,0,0,0,10,0,10,0,10,10,1,0
MKE,CLE,754,10,1,10,1,10,10,2,10,10,10,10,1
MKE,ATL,3156,10,1,0,0,10,1,10,10,10,10,10,1
IAH,CMH,945,10,2,10,10,2,2,10,10,10,10,10,1
MOB,ORD,288,10,2,1,10,10,10,10,2,10,10,1,2
MDW,ORF,538,10,1,10,10,10,0,0,0,10,10,10,1
SMF,MDW,417,10,1,10,10,10,10,10,10,10,10,0,1
SRQ,ORD,319,10,1,1,10,10,0,10,10,10,10,1,1
MKE,RSW,516,10,1,10,10,0,10,10,10,10,10,10,1
RSW,ORD,1827,10,0,1,10,10,10,10,10,0,10,1,1
MKE,TPA,611,10,1,10,10,10,10,10,10,10,10,10,0
PBI,ORD,580,10,1,10,1,10,10,0,10,10,10,1,1
MCI,PHX,1827,10,1,0,10,10,0,0,10,10,10,0,0
DTW,PIA,371,10,0,10,10,10,10,10,2,10,10,0,0
DTW,FWA,1001,10,0,0,10,10,2,0,0,10,10,10,1
DTW,MDT,526,10,0,1,10,10,10,0,10,10,10,10,10
DTW,BTV,521,10,1,10,10,10,10,10,10,10,10,10,10
HSV,DTW,92,10,0,10,0,10,10,10,10,10,10,10,10
ORD,ASE,620,10,1,1,10,10,1,1,2,10,10,10,1
DTW,MBS,436,10,1,0,10,10,10,0,10,10,10,10,1
DTW,AVP,471,10,1,10,10,10,1,10,10,10,10,10,10
DTW,SAT,457,10,1,10,10,10,10,10,10,10,10,10,10
ORD,LAS,4268,10,1,1,0,0,0,0,0,0,10,0,1
DTW,JAX,234,10,1,1,10,10,10,10,10,10,10,10,10
PHX,DCA,976,10,1,1,10,10,0,0,2,10,10,10,10
ORD,OAK,334,10,1,1,10,10,0,10,1,10,10,10,10
PHX,PIT,978,10,0,10,10,10,10,0,10,10,10,10,10
TUL,DTW,224,10,1,10,10,10,10,10,0,10,10,10,1
PHX,BUF,334,10,1,10,10,10,10,10,10,10,10,10,10
MCO,IAD,1658,10,0,0,0,0,0,0,0,10,10,10,2
OMA,SEA,335,10,1,10,0,10,10,10,10,10,10,10,10
LAX,MRY,1529,10,1,1,0,0,2,0,1,0,10,1,1
PIA,DTW,371,10,1,10,10,10,10,10,10,10,10,10,1
MSP,LAX,3093,10,2,0,10,10,0,10,1,0,10,10,0
RSW,DTW,1614,10,0,10,10,10,10,10,10,10,10,0,10
ORD,SJC,666,10,1,0,10,10,1,0,0,10,10,0,1
ROC,MDW,504,10,1,10,10,1,1,0,10,10,10,10,10
MCI,MKE,612,10,1,10,10,10,10,10,10,10,10,10,10
FWA,ATL,1110,10,0,1,1,0,2,0,0,10,10,10,0
ALB,DTW,496,10,0,1,10,10,10,1,10,2,10,10,10
DTW,DEN,2694,10,1,10,10,10,0,0,0,0,10,1,1
MDW,CHS,548,10,1,0,10,10,0,0,10,10,10,10,1
ORF,MDW,540,10,1,10,10,1,0,0,2,10,10,1,1
CHA,DTW,470,10,0,10,10,10,1,10,0,10,10,10,10
FLL,PHX,675,10,1,10,10,10,10,10,0,10,10,10,10
MKE,PHX,1413,10,1,0,0,10,0,10,0,10,10,10,1
IAD,DTW,697,10,1,0,10,10,1,0,0,10,10,1,1
MDT,DTW,525,10,0,1,10,10,10,0,10,10,10,10,10
AVP,DTW,471,10,1,10,10,10,1,10,10,10,10,10,10
MKE,IAH,871,10,0,0,1,0,0,0,1,2,10,10,1
MKE,MCO,1253,10,1,10,10,10,10,10,1,10,10,10,1
MBS,DTW,446,10,1,0,0,10,10,0,10,10,10,10,1
MKE,FLL,378,10,1,10,10,10,0,10,10,10,10,10,1
MRY,LAX,1529,10,1,1,0,0,0,0,1,2,10,1,1
ORD,MQT,286,10,2,10,10,10,2,10,1,10,10,1,1
DSM,MDW,643,10,1,10,1,0,1,10,10,10,10,1,1
MCO,ILG,64,10,0,0,10,10,10,10,10,10,10,10,10
MIA,CMH,595,10,0,10,10,10,0,1,0,10,10,1,1
OKC,MDW,337,10,1,10,10,1,10,10,10,10,10,10,1
STL,DTW,1316,10,0,10,10,10,10,10,10,10,10,10,10
MKE,STL,590,10,1,10,10,10,10,10,10,10,10,10,10
ORD,GSP,835,10,2,1,2,10,1,2,1,10,10,2,2
ORD,PBI,580,10,1,10,1,10,10,0,10,10,10,1,1
ATL,GRB,405,10,1,10,10,10,0,10,10,10,10,10,1
DTW,STL,1338,10,1,10,10,10,0,10,10,10,10,1,1
DTW,LEX,501,10,0,10,10,10,10,10,0,10,10,1,10
PHX,BWI,1603,10,1,1,10,10,10,10,10,10,10,10,10
ATL,LNK,325,10,1,0,10,10,0,0,1,10,10,10,10
ORD,TUS,606,10,1,10,1,10,1,10,10,10,10,1,1
TPA,FNT,232,10,1,10,10,10,10,10,0,10,10,10,10
DTW,IAD,698,10,1,10,10,10,1,0,0,10,10,10,1
DTW,CIU,613,10,0,10,0,1,10,10,10,1,10,1,0
STL,CLE,483,10,2,10,10,1,1,10,10,10,10,10,10
DTW,BGM,264,10,0,10,10,10,1,10,10,10,10,1,10
BWI,FNT,538,10,1,1,1,10,0,10,10,10,10,10,1
DTW,CHA,442,10,0,10,10,10,0,10,10,0,10,10,10
DTW,AUS,247,10,1,10,10,10,10,10,10,10,10,10,10
MSP,LSE,493,10,0,10,10,10,0,10,0,0,10,1,1
STL,MKE,597,10,1,10,10,10,10,10,10,10,10,10,0
ILG,MCO,66,10,0,0,10,10,10,10,10,10,10,10,10
IAD,ROC,116,10,2,2,10,10,10,10,10,10,10,10,10
BWI,ROC,716,10,1,1,10,0,1,10,2,10,10,10,1
OGG,PHX,556,10,0,0,10,10,0,10,0,0,10,10,0
LIH,PHX,343,10,0,0,10,10,0,0,0,10,10,10,0
ANC,PHX,393,10,0,10,10,0,10,0,0,10,10,10,10
ROC,IAD,114,10,2,10,10,10,10,10,10,10,10,10,10
FNT,BWI,538,10,1,10,10,10,1,10,0,10,10,0,1
DTW,ATL,4857,10,1,0,10,0,0,10,10,0,10,2,0
CLE,FLL,831,10,0,1,0,10,0,0,10,10,10,10,1
BGM,DTW,262,10,0,10,10,10,10,10,10,10,10,1,10
CIU,DTW,613,10,0,10,0,1,10,10,10,1,10,1,0
AUS,BWI,643,10,1,1,10,10,1,10,10,10,10,0,0
ROC,BWI,724,10,1,1,10,0,1,10,2,10,10,10,1
LNK,ATL,325,10,0,0,10,1,1,10,1,10,10,10,10
FNT,TPA,231,10,1,10,10,10,10,10,10,10,10,10,1
BWI,PHX,1603,10,1,1,0,10,10,0,0,10,10,1,0
DTW,BNA,1994,10,1,1,10,10,10,10,10,0,10,1,0
DCA,PHX,976,10,1,1,0,10,10,0,2,10,10,10,10
LSE,MSP,492,10,0,10,10,10,0,10,0,0,10,1,1
SAT,DTW,515,10,1,0,10,10,10,10,0,10,10,10,0
PIT,DEN,1009,10,1,1,10,10,10,0,0,10,10,10,1
ATL,PHX,3651,10,1,10,10,10,0,10,1,10,10,10,10
PDX,BOS,491,10,1,10,10,10,10,10,10,10,10,10,10
BWI,IAH,1005,10,1,1,10,0,0,10,0,0,10,10,1
JFK,STT,548,10,1,10,10,10,10,10,10,10,10,10,0
LAX,DCA,1000,10,1,0,10,10,0,0,10,10,10,10,10
DTW,MSN,1422,10,2,10,10,0,0,10,10,10,10,10,0
BWI,ORF,1147,10,1,1,1,10,1,0,2,10,10,10,10
BWI,PBI,968,10,0,0,10,10,10,10,10,10,10,10,10
BWI,SDF,1125,10,0,1,0,1,1,0,2,10,10,10,1
MCI,TPA,491,10,0,10,10,10,10,10,10,10,10,10,10
MDW,PDX,649,10,1,0,10,1,1,10,10,10,10,10,1
PHX,MHT,1,10,1,10,10,10,10,10,10,10,10,10,10
MSN,DTW,1375,10,2,10,0,0,0,10,10,10,10,10,0
ORD,SRQ,319,10,1,1,10,10,0,10,10,10,10,10,0
DAL,TPA,672,10,0,10,10,10,10,10,10,10,10,10,10
ORD,JAC,395,10,1,10,10,10,0,10,10,0,10,10,1
ORD,MTJ,118,10,1,1,10,10,10,10,10,10,10,10,10
MCO,ROC,395,10,0,10,10,10,10,10,10,10,10,10,10
ORF,MCO,432,10,0,0,10,10,1,10,2,10,10,10,10
ATL,GSP,2470,10,1,0,0,1,1,10,10,10,10,10,1
GSO,ATL,2668,10,1,0,10,1,0,2,0,10,10,10,0
ORF,DTW,645,10,0,0,10,10,10,10,10,10,10,10,10
DEN,BFL,608,10,1,1,10,10,10,10,10,10,10,1,1
MSP,PHX,4052,10,0,10,0,0,0,0,0,0,10,10,0
XNA,DEN,366,10,2,10,10,10,10,10,10,10,10,10,1
GSP,ATL,2471,10,1,0,0,1,1,10,1,10,10,10,1
IAH,SLC,2042,10,0,10,1,0,2,0,0,10,10,1,0
CLE,CLT,1157,10,1,10,0,10,10,10,1,0,10,10,10
ROC,MCO,394,10,1,10,10,10,10,10,10,10,10,10,10
IAD,PBI,59,10,1,0,10,10,10,10,10,10,10,10,10
TPA,ROC,312,10,1,10,10,10,10,10,10,10,10,10,10
